client_id,message_id,response_time_ms,leaf_node
1,Client-1-2f8a00f3-a887-41ea-bc4c-5afb6ce7bb20,2.82839999999851,LN1
2,Client-2-f2ca1148-89e4-470c-9113-3b140f48eda9,3.200699982699007,LN3
3,Client-3-1617a288-0238-408f-9135-8ea461eaf87c,3.3992999815382063,LN5
2,Client-2-f2ca1148-89e4-470c-9113-3b140f48eda9,3.8568999734707177,LN4
1,Client-1-2f8a00f3-a887-41ea-bc4c-5afb6ce7bb20,3.580800024792552,LN2
3,Client-3-1617a288-0238-408f-9135-8ea461eaf87c,4.680399957578629,LN6
2,Client-2-8cacd39a-709f-4a52-b44a-01969d4748ab,1.0074999881908298,LN3
2,Client-2-8cacd39a-709f-4a52-b44a-01969d4748ab,1.9060000195167959,LN4
1,Client-1-0f390a0d-2460-45d6-a095-57b28a269ad6,1.4669999945908785,LN1
1,Client-1-0f390a0d-2460-45d6-a095-57b28a269ad6,1.9428000086918473,LN2
2,Client-2-0d7f8e97-89d8-48dd-9eea-56a4bd8790d8,1.7358000040985644,LN3
1,Client-1-a7e1416b-8ef6-41a6-88a9-630a34f949d1,1.1355000315234065,LN1
2,Client-2-0d7f8e97-89d8-48dd-9eea-56a4bd8790d8,2.2424000198952854,LN4
1,Client-1-a7e1416b-8ef6-41a6-88a9-630a34f949d1,1.4337000320665538,LN2
3,Client-3-adc441fd-350b-4f10-927a-e226992dc40a,12.894099985715002,LN5
3,Client-3-adc441fd-350b-4f10-927a-e226992dc40a,13.379999960307032,LN6
3,Client-3-5ac19fb5-05cd-4f45-8014-28f9e365fb74,4.5467999880202115,LN5
3,Client-3-5ac19fb5-05cd-4f45-8014-28f9e365fb74,5.443600006401539,LN6
2,Client-2-10df45b7-c7e7-4161-9e4d-3cef3598ff16,14.052599959541112,LN3
1,Client-1-d68988dc-4f43-4f28-8dfd-19771e4e0dfe,13.465399970300496,LN1
3,Client-3-48ea5fde-be4a-4835-ac2d-e329ac813b2f,14.051900012418628,LN5
2,Client-2-10df45b7-c7e7-4161-9e4d-3cef3598ff16,14.975199999753386,LN4
3,Client-3-48ea5fde-be4a-4835-ac2d-e329ac813b2f,14.807800005655736,LN6
2,Client-2-8561bfb1-0bcc-493c-8769-22bce70edd6a,5.0394999561831355,LN3
2,Client-2-8561bfb1-0bcc-493c-8769-22bce70edd6a,5.574000009801239,LN4
1,Client-1-d68988dc-4f43-4f28-8dfd-19771e4e0dfe,16.466799948830158,LN2
3,Client-3-669dd1dd-f0eb-432a-9019-f60750f771fa,0.6713999900966883,LN5
3,Client-3-669dd1dd-f0eb-432a-9019-f60750f771fa,1.0840999893844128,LN6
1,Client-1-733de0f4-12ad-48b0-8dd3-9bde4e94fb7d,0.5308999679982662,LN1
1,Client-1-733de0f4-12ad-48b0-8dd3-9bde4e94fb7d,0.9700999944470823,LN2
2,Client-2-16d89a46-6c8c-4ed6-9a42-4d7a4423325f,0.6839999696239829,LN3
2,Client-2-16d89a46-6c8c-4ed6-9a42-4d7a4423325f,1.0655999649316072,LN4
3,Client-3-e3eda0b5-5111-4836-8e4b-de2e0b40bfcf,0.8628999930806458,LN5
3,Client-3-e3eda0b5-5111-4836-8e4b-de2e0b40bfcf,1.2863999581895769,LN6
1,Client-1-2fdd92e1-8a12-4535-85a1-1e9f3bece475,0.9704999974928796,LN1
1,Client-1-2fdd92e1-8a12-4535-85a1-1e9f3bece475,1.699000014923513,LN2
2,Client-2-e268b044-04e3-4bd0-b8b3-cb73bec7247e,0.8297000313177705,LN3
2,Client-2-e268b044-04e3-4bd0-b8b3-cb73bec7247e,1.9638000521808863,LN4
1,Client-1-b50214ec-fa5c-44a4-a926-83fcc9e04c85,0.4955999902449548,LN1
3,Client-3-f59839bc-0b0d-489d-b52e-25217bb4e13a,0.610699993558228,LN5
