client_id,message_id,response_time_ms,leaf_node
4,Client-4-73ee5cfe-17da-463d-9d21-bb0548e896b1,0.20900001982226968,LN7
2,Client-2-3115f2be-1e5f-463a-9e5c-772215fbf983,0.7301999721676111,LN3
3,Client-3-4d06bc8e-472a-45a2-a67a-947739bb47d4,0.20890001906082034,LN5
1,Client-1-085bac8c-6266-45ac-813d-cd596d7289c5,0.1868000254034996,LN1
3,Client-3-4d06bc8e-472a-45a2-a67a-947739bb47d4,0.7862999918870628,LN6
1,Client-1-085bac8c-6266-45ac-813d-cd596d7289c5,0.7348000071942806,LN2
6,Client-6-7afcf8bb-b478-4193-9bf0-a0958ae5bad4,0.7134000188671052,LN9
2,Client-2-3115f2be-1e5f-463a-9e5c-772215fbf983,2.4378999951295555,LN4
5,Client-5-ebba4953-147b-4f0e-bdb6-c33f4add4c79,0.1776000135578215,LN8
2,Client-2-27d7ff7d-ec4d-4d27-97e3-2761c9e39276,0.360800011549145,LN3
2,Client-2-27d7ff7d-ec4d-4d27-97e3-2761c9e39276,0.49950001994147897,LN4
4,Client-4-2cde8fab-b696-49e4-9716-f9ff26de0324,0.17399998614564538,LN7
3,Client-3-6e3c5c98-de1b-4be6-b11a-031d4bfdbfad,0.20559999393299222,LN5
1,Client-1-f77eb907-6688-462e-8405-54fe09eff297,0.24129997473210096,LN1
3,Client-3-6e3c5c98-de1b-4be6-b11a-031d4bfdbfad,0.3988000098615885,LN6
1,Client-1-f77eb907-6688-462e-8405-54fe09eff297,0.47640001866966486,LN2
6,Client-6-693799bb-0fa3-41c6-8b2f-e8aa9c9a753b,0.13459997717291117,LN9
5,Client-5-897dd95b-3bb7-48d0-b081-d39fd77c793a,0.1821999903768301,LN8
2,Client-2-dcbb9113-96ef-4bb6-8b0b-ee8cef4d8b57,0.3842000151053071,LN3
2,Client-2-dcbb9113-96ef-4bb6-8b0b-ee8cef4d8b57,0.5711999838240445,LN4
4,Client-4-df4340d5-a0af-4341-99dc-90a268ace968,0.3139000036753714,LN7
