client_id,message_id,response_time_ms,leaf_node
2,Client-2-911c1a51-47c9-44cf-a829-c3d1f6e7c93f,0.31510001281276345,LN3
3,Client-3-1a2d15fb-f73c-4940-9db9-177930248804,0.23490004241466522,LN5
1,Client-1-2cd4a3a7-6fe8-4f2c-8f03-8c80667dc6db,0.20279997261241078,LN1
4,Client-4-03de0905-2e80-4f0d-a59f-e4ee0d5253c1,0.24560000747442245,LN7
1,Client-1-2cd4a3a7-6fe8-4f2c-8f03-8c80667dc6db,0.990699976682663,LN2
6,Client-6-0889cd82-9848-4b83-ad2e-cfdc803560ae,0.7052000146359205,LN9
3,Client-3-1a2d15fb-f73c-4940-9db9-177930248804,1.7374000162817538,LN6
2,Client-2-911c1a51-47c9-44cf-a829-c3d1f6e7c93f,2.9992000199854374,LN4
5,Client-5-bbca81ac-e1a5-4c4f-916a-4b389e66c561,1.4522999990731478,LN8
7,Client-7-f34c83d2-9809-40e1-992b-f7974bfb90a4,1.8286000122316182,LN10
3,Client-3-783c9d90-a3b5-4f3b-b09a-b72846c29477,0.25019998429343104,LN5
3,Client-3-783c9d90-a3b5-4f3b-b09a-b72846c29477,0.3934000269509852,LN6
2,Client-2-4ad66799-84ef-44c1-86fa-73ef7aca2f65,0.24429999757558107,LN3
2,Client-2-4ad66799-84ef-44c1-86fa-73ef7aca2f65,0.38619997212663293,LN4
4,Client-4-38edfdd7-2e8c-4678-9e2a-76500f0781ca,0.2777999616228044,LN7
6,Client-6-3c692011-ef75-4c61-b0c0-23b7edf7b6f6,0.21989998640492558,LN9
1,Client-1-64c51d7d-43e5-46ee-a30b-38a1e1ea1bc0,0.27000001864507794,LN1
1,Client-1-64c51d7d-43e5-46ee-a30b-38a1e1ea1bc0,0.6656000041402876,LN2
7,Client-7-955f0423-dc1d-4507-9293-054cdbc508ab,0.2511999919079244,LN10
5,Client-5-10c3f296-6946-40b2-88ef-093720239172,0.23420003708451986,LN8
3,Client-3-8b62745e-b5b9-46d6-9a1b-636781a811d1,0.3606000100262463,LN5
3,Client-3-8b62745e-b5b9-46d6-9a1b-636781a811d1,0.5316000315360725,LN6
2,Client-2-80999750-9bd7-474a-b5c3-77516c1e78fd,0.21989998640492558,LN3
2,Client-2-80999750-9bd7-474a-b5c3-77516c1e78fd,0.45029999455437064,LN4
4,Client-4-33d58d80-1bb1-4de4-b34c-1a0b065ee8bb,0.20020001102238894,LN7
6,Client-6-e6f03163-02e9-4733-bc66-e370afd38e03,0.21759996889159083,LN9
1,Client-1-ce203fac-625d-48e8-9ce6-4fb9a438c91f,0.2145000034943223,LN1
1,Client-1-ce203fac-625d-48e8-9ce6-4fb9a438c91f,0.4675000091083348,LN2
7,Client-7-c8cb9753-7307-4795-a2bc-0ea84242999b,0.21630001720041037,LN10
5,Client-5-ed060e2b-675c-4ffc-a661-e8bda576147b,0.2148000057786703,LN8
3,Client-3-73c41800-28da-4b25-bd44-4ec5a4581cd6,0.3157000173814595,LN5
3,Client-3-73c41800-28da-4b25-bd44-4ec5a4581cd6,0.44160004472360015,LN6
2,Client-2-3aeb1668-4e3b-4167-9983-88c66f3236a0,0.21679996279999614,LN3
2,Client-2-3aeb1668-4e3b-4167-9983-88c66f3236a0,0.34659996163100004,LN4
