client_id,message_id,response_time_ms,leaf_node,category
2,TestClient-2-69e8416a-d84d-441d-93a7-607485ff2444-2929f226-1554-4049-9ff4-7fe6881cc6fa,1.0237693786621094,LN2,Different Super-Peer
5,TestClient-5-a14b345c-4b8f-453c-a205-d3b2eed6e9b4-4e0e9a86-5c76-485a-83b5-52518df935dd,3.3948421478271484,LN2,Different Super-Peer
2,TestClient-2-69e8416a-d84d-441d-93a7-607485ff2444-2929f226-1554-4049-9ff4-7fe6881cc6fa,11.746883392333984,LN3,Same Super-Peer
4,TestClient-4-16e1bab2-cf58-4c56-afc3-d7960829ccc9-1f4992f3-264f-41dd-8a0d-901a2e2beefb,10.89930534362793,LN2,Different Super-Peer
3,TestClient-3-1edf295c-60f7-4498-bbde-edfca4e5e64c-ebb25514-2e2a-4a81-8ec3-af14c39651db,14.25027847290039,LN2,Different Super-Peer
1,TestClient-1-a5f8604a-6ced-4ce2-8fb9-ba95a237b5d0-40d94b11-729e-42ee-8bfe-e8895a5e5e9e,16.544103622436523,LN2,Same Super-Peer
7,TestClient-7-282f3841-1a6c-4692-9b86-95bdd435b2fb-b7030c93-c2d4-4080-beb0-232c78b29465,17.48490333557129,LN2,Different Super-Peer
6,TestClient-6-ff568a17-5288-43e8-976c-6fdcb037b068-74ce54cb-ec5c-4065-b557-ad12eae0fb45,21.886110305786133,LN2,Different Super-Peer
2,TestClient-2-69e8416a-d84d-441d-93a7-607485ff2444-55520035-0a27-4fa3-8eb3-04f4a28ed816,17.488479614257812,LN2,Different Super-Peer
5,TestClient-5-a14b345c-4b8f-453c-a205-d3b2eed6e9b4-14f2fcee-e495-4d21-b689-81960951d4d7,17.581462860107422,LN2,Different Super-Peer
4,TestClient-4-16e1bab2-cf58-4c56-afc3-d7960829ccc9-83e3144d-deb9-4156-9b26-7b15dc2ff4ad,20.24102210998535,LN2,Different Super-Peer
5,TestClient-5-a14b345c-4b8f-453c-a205-d3b2eed6e9b4-4e0e9a86-5c76-485a-83b5-52518df935dd,35.97617149353027,LN3,Different Super-Peer
4,TestClient-4-16e1bab2-cf58-4c56-afc3-d7960829ccc9-1f4992f3-264f-41dd-8a0d-901a2e2beefb,38.21420669555664,LN3,Different Super-Peer
3,TestClient-3-1edf295c-60f7-4498-bbde-edfca4e5e64c-ec6891b1-9e44-4151-a1bb-f9cfd9bd7192,24.873018264770508,LN2,Different Super-Peer
1,TestClient-1-a5f8604a-6ced-4ce2-8fb9-ba95a237b5d0-b67135ca-0ed1-4806-98e5-f0b853508d6c,25.92682838439941,LN2,Same Super-Peer
7,TestClient-7-282f3841-1a6c-4692-9b86-95bdd435b2fb-2d7e0f64-aae2-4b61-b401-9a5c95203206,26.553630828857425,LN2,Different Super-Peer
6,TestClient-6-ff568a17-5288-43e8-976c-6fdcb037b068-c08892b7-0f9b-43b6-9cd6-ceecf4e58bff,28.10192108154297,LN2,Different Super-Peer
2,TestClient-2-69e8416a-d84d-441d-93a7-607485ff2444-f9e7188e-ca5c-411b-a54e-2458fe365de7,22.896289825439453,LN2,Different Super-Peer
5,TestClient-5-a14b345c-4b8f-453c-a205-d3b2eed6e9b4-c4a8d416-dd70-46ab-9d79-9b1e1660ad64,21.834135055541992,LN2,Different Super-Peer
4,TestClient-4-16e1bab2-cf58-4c56-afc3-d7960829ccc9-f34d7ed9-0113-4dd4-af8d-b790380700d4,24.419546127319336,LN2,Different Super-Peer
3,TestClient-3-1edf295c-60f7-4498-bbde-edfca4e5e64c-2539abed-616a-4c1e-be1b-e04a77880216,27.09817886352539,LN2,Different Super-Peer
3,TestClient-3-1edf295c-60f7-4498-bbde-edfca4e5e64c-ebb25514-2e2a-4a81-8ec3-af14c39651db,53.861141204833984,LN3,Different Super-Peer
1,TestClient-1-a5f8604a-6ced-4ce2-8fb9-ba95a237b5d0-d4f6a4a9-3d37-470b-991a-b90177ddb14b,29.677629470825195,LN2,Same Super-Peer
7,TestClient-7-282f3841-1a6c-4692-9b86-95bdd435b2fb-805fae6b-f022-44f0-9bd1-93e1f16c14c7,31.62503242492676,LN2,Different Super-Peer
6,TestClient-6-ff568a17-5288-43e8-976c-6fdcb037b068-893f668f-07eb-4e57-81db-f5caa24761b3,34.20424461364746,LN2,Different Super-Peer
2,TestClient-2-69e8416a-d84d-441d-93a7-607485ff2444-a36062a2-d013-49e4-bfb1-160d455b04b2,29.199838638305664,LN2,Different Super-Peer
5,TestClient-5-a14b345c-4b8f-453c-a205-d3b2eed6e9b4-a27a54d1-b4d0-42d1-98c7-b4567297ac61,27.67610549926757,LN2,Different Super-Peer
