client_id,message_id,response_time_ms,leaf_node,category
3,TestClient-3-e88e3792-e8cf-4de2-af6d-c3dd8d5b6b2c-d4e516d1-14b2-4a13-9abf-9fbd7dc1c533,0.0810623168945312,LN2,Different Super-Peer
3,TestClient-3-e88e3792-e8cf-4de2-af6d-c3dd8d5b6b2c-d4e516d1-14b2-4a13-9abf-9fbd7dc1c533,2.2492408752441406,LN3,Different Super-Peer
1,TestClient-1-49db17cf-c2ae-4fbb-9899-1c1a22978c2d-8719ab3b-2592-4c9e-b269-88c93deee3b8,2.1681785583496094,LN2,Same Super-Peer
2,TestClient-2-7acf6ef8-0af5-4498-b06f-35c5794a0bec-b5dca81f-a18e-4c0f-adbe-28ab83146eec,3.867864608764648,LN2,Different Super-Peer
4,TestClient-4-15d16d9b-1e7b-4740-95a1-3acad92feae4-ff8ad156-f25b-4846-99b3-cd23331fc82f,4.987955093383789,LN2,Different Super-Peer
1,TestClient-1-49db17cf-c2ae-4fbb-9899-1c1a22978c2d-8719ab3b-2592-4c9e-b269-88c93deee3b8,9.439468383789062,LN3,Different Super-Peer
2,TestClient-2-7acf6ef8-0af5-4498-b06f-35c5794a0bec-b5dca81f-a18e-4c0f-adbe-28ab83146eec,7.790803909301758,LN3,Same Super-Peer
4,TestClient-4-15d16d9b-1e7b-4740-95a1-3acad92feae4-ff8ad156-f25b-4846-99b3-cd23331fc82f,7.703542709350586,LN3,Different Super-Peer
1,TestClient-1-49db17cf-c2ae-4fbb-9899-1c1a22978c2d-7ee06c93-0491-4355-95bb-985184690ca8,0.6380081176757812,LN2,Same Super-Peer
1,TestClient-1-49db17cf-c2ae-4fbb-9899-1c1a22978c2d-7ee06c93-0491-4355-95bb-985184690ca8,3.292560577392578,LN3,Different Super-Peer
2,TestClient-2-7acf6ef8-0af5-4498-b06f-35c5794a0bec-db86cad4-da0e-4fa9-bd33-d21a0c8580b7,1.5528202056884766,LN2,Different Super-Peer
3,TestClient-3-e88e3792-e8cf-4de2-af6d-c3dd8d5b6b2c-cce6430b-8fd4-4f17-ab53-7b869eceefff,4.914522171020508,LN2,Different Super-Peer
4,TestClient-4-15d16d9b-1e7b-4740-95a1-3acad92feae4-2e392cb0-2892-48ec-8bfd-3045678ce7da,4.221439361572266,LN2,Different Super-Peer
2,TestClient-2-7acf6ef8-0af5-4498-b06f-35c5794a0bec-db86cad4-da0e-4fa9-bd33-d21a0c8580b7,5.29026985168457,LN3,Same Super-Peer
3,TestClient-3-e88e3792-e8cf-4de2-af6d-c3dd8d5b6b2c-cce6430b-8fd4-4f17-ab53-7b869eceefff,8.084297180175781,LN3,Different Super-Peer
4,TestClient-4-15d16d9b-1e7b-4740-95a1-3acad92feae4-2e392cb0-2892-48ec-8bfd-3045678ce7da,6.879806518554688,LN3,Different Super-Peer
