client_id,message_id,response_time_ms,leaf_node,category
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-833a0592-22c9-4eb0-8ff0-52864dae19ab,0.5328655242919922,LN2,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-a255ca4d-45a6-4723-a5a8-4f5be71ba624,1.064777374267578,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-ee7d92e7-7bfd-4833-a721-3a644965bff4,2.148151397705078,LN2,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-a255ca4d-45a6-4723-a5a8-4f5be71ba624,5.680561065673828,LN3,Same Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-833a0592-22c9-4eb0-8ff0-52864dae19ab,10.36691665649414,LN3,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-3efa6712-7f27-4f4c-b453-6401e10a1cd2,1.893281936645508,LN2,Same Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-ee7d92e7-7bfd-4833-a721-3a644965bff4,16.348600387573242,LN3,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-e51f3f38-4bba-47ca-a101-1cef17c02b3a,5.400419235229492,LN2,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-7985c07c-150d-4dbd-908c-eedfe3a4c88d,7.262706756591797,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-3efa6712-7f27-4f4c-b453-6401e10a1cd2,13.083934783935549,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-7fcf88cd-ac8b-4fc0-8fb2-7e5519330242,2.256155014038086,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ecd80bdc-d5a9-46ec-8fe9-c1b151ccae81,5.044937133789063,LN2,Same Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-047ec56b-30fc-4fed-b22a-397538c513e1,8.538246154785156,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-e51f3f38-4bba-47ca-a101-1cef17c02b3a,21.453857421875,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-7985c07c-150d-4dbd-908c-eedfe3a4c88d,22.55177497863769,LN3,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-7fcf88cd-ac8b-4fc0-8fb2-7e5519330242,12.25137710571289,LN3,Same Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ecd80bdc-d5a9-46ec-8fe9-c1b151ccae81,12.785673141479492,LN3,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-047ec56b-30fc-4fed-b22a-397538c513e1,12.902259826660156,LN3,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ef08d9a2-85ff-47d0-a002-9f9c1fea0fa0,2.194404602050781,LN2,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-2eea620e-e98d-4b26-ae0d-d94514f21bfb,4.195690155029297,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-365fc7a6-53ba-498a-955b-73e78afd40df,4.278659820556641,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ef08d9a2-85ff-47d0-a002-9f9c1fea0fa0,6.946563720703125,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-2eea620e-e98d-4b26-ae0d-d94514f21bfb,7.467985153198242,LN3,Same Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-365fc7a6-53ba-498a-955b-73e78afd40df,9.651899337768556,LN3,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ba29eb45-a42b-4096-aa85-2be48343352d,0.0,LN2,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-5dd9fa98-a804-4b31-9611-982fd11a87e6,1.0461807250976562,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-3af3122e-cfa8-4334-b35a-ac38199123df,1.0678768157958984,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-ba29eb45-a42b-4096-aa85-2be48343352d,3.689050674438477,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-5dd9fa98-a804-4b31-9611-982fd11a87e6,4.26936149597168,LN3,Same Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-3af3122e-cfa8-4334-b35a-ac38199123df,5.852460861206055,LN3,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-3d01e64e-8542-4b21-92da-775ff15ea9e0,0.0,LN2,Same Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-3d01e64e-8542-4b21-92da-775ff15ea9e0,2.107381820678711,LN3,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-46789b22-58d3-4a8a-80f0-a19570005307,0.5311965942382812,LN2,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-39533077-0f36-4fe7-b518-74248ada21e6,3.220796585083008,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-46789b22-58d3-4a8a-80f0-a19570005307,4.296302795410156,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-39533077-0f36-4fe7-b518-74248ada21e6,5.869865417480469,LN3,Same Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-5eda8bfa-5336-49f2-a6c8-ec0ad01e8fde,0.5326271057128906,LN2,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-547311c6-3f54-4be7-88be-44589ee1b624,1.149892807006836,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-2d3077dc-f22d-415a-9182-d07f21190bf8,2.743721008300781,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-5eda8bfa-5336-49f2-a6c8-ec0ad01e8fde,8.438587188720703,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-547311c6-3f54-4be7-88be-44589ee1b624,8.491277694702148,LN3,Same Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-2d3077dc-f22d-415a-9182-d07f21190bf8,8.582592010498047,LN3,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-e1eaeb75-f65f-4023-a3c5-6e912a55bdab,0.5064010620117188,LN2,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-fbfb8b0d-fc7c-47b3-be9b-a7e0e38b4a58,2.162694931030273,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-a2a0a238-3462-489a-b96a-277f62802535,2.713203430175781,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-e1eaeb75-f65f-4023-a3c5-6e912a55bdab,6.555318832397461,LN3,Different Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-fbfb8b0d-fc7c-47b3-be9b-a7e0e38b4a58,8.182525634765625,LN3,Same Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-a2a0a238-3462-489a-b96a-277f62802535,8.14509391784668,LN3,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-9d615f9a-3e8a-447f-b941-5b5422877c71,0.0,LN2,Same Super-Peer
2,TestClient-2-3ab2cd77-d3a2-415e-81de-f789b0e9e421-d2bf2789-cfdb-48d8-8bb2-4160919488d9,0.5242824554443359,LN2,Different Super-Peer
3,TestClient-3-ba18abea-36a2-4648-8287-043f666f3113-56e43df4-5a88-4ccd-966b-cc75c0c8a1c6,1.6682147979736328,LN2,Different Super-Peer
1,TestClient-1-47e98bae-3d46-4450-90bd-c38595113a16-9d615f9a-3e8a-447f-b941-5b5422877c71,5.940914154052734,LN3,Different Super-Peer
